Product Name,Channel Description,NTB (group),Day of Calendar Date,Sales
INSURANCE,E-QUOTE,NULL,13 February 2023,78
INSURANCE,E-QUOTE,NULL,12 February 2023,51
INSURANCE,E-QUOTE,NULL,11 February 2023,51
INSURANCE,E-QUOTE,NULL,10 February 2023,80
INSURANCE,E-QUOTE,NULL,9 February 2023,84
INSURANCE,E-QUOTE,NULL,8 February 2023,26
INSURANCE,E-QUOTE,NULL,7 February 2023,61
INSURANCE,E-QUOTE,NULL,6 February 2023,84
INSURANCE,E-QUOTE,NULL,5 February 2023,47
INSURANCE,E-QUOTE,NULL,4 February 2023,35
INSURANCE,E-QUOTE,NULL,3 February 2023,62
INSURANCE,E-QUOTE,NULL,2 February 2023,67
INSURANCE,E-QUOTE,NULL,1 February 2023,91
INSURANCE,E-QUOTE,NULL,31 January 2023,160
INSURANCE,E-QUOTE,NULL,30 January 2023,196
INSURANCE,E-QUOTE,NULL,29 January 2023,63
INSURANCE,E-QUOTE,NULL,28 January 2023,59
INSURANCE,E-QUOTE,NULL,27 January 2023,100
INSURANCE,E-QUOTE,NULL,26 January 2023,90
INSURANCE,E-QUOTE,NULL,25 January 2023,88
INSURANCE,E-QUOTE,NULL,24 January 2023,177
INSURANCE,E-QUOTE,NULL,23 January 2023,84
INSURANCE,E-QUOTE,NULL,22 January 2023,39
INSURANCE,E-QUOTE,NULL,21 January 2023,47
INSURANCE,E-QUOTE,NULL,20 January 2023,70
INSURANCE,E-QUOTE,NULL,19 January 2023,78
INSURANCE,E-QUOTE,NULL,18 January 2023,96
INSURANCE,E-QUOTE,NULL,17 January 2023,73
INSURANCE,E-QUOTE,NULL,16 January 2023,93
INSURANCE,E-QUOTE,NULL,15 January 2023,68
INSURANCE,E-QUOTE,NULL,14 January 2023,61
INSURANCE,E-QUOTE,NULL,13 January 2023,88
INSURANCE,E-QUOTE,NULL,12 January 2023,130
INSURANCE,E-QUOTE,NULL,11 January 2023,258
INSURANCE,E-QUOTE,NULL,10 January 2023,77
INSURANCE,E-QUOTE,NULL,9 January 2023,93
INSURANCE,E-QUOTE,NULL,8 January 2023,61
INSURANCE,E-QUOTE,NULL,7 January 2023,34
INSURANCE,E-QUOTE,NULL,6 January 2023,70
INSURANCE,E-QUOTE,NULL,5 January 2023,77
INSURANCE,E-QUOTE,NULL,4 January 2023,86
INSURANCE,E-QUOTE,NULL,3 January 2023,74
INSURANCE,E-QUOTE,NULL,2 January 2023,63
INSURANCE,E-QUOTE,NULL,1 January 2023,26
INSURANCE,E-QUOTE,NULL,31 December 2022,36
INSURANCE,E-QUOTE,NULL,30 December 2022,60
INSURANCE,E-QUOTE,NULL,29 December 2022,87
INSURANCE,E-QUOTE,NULL,28 December 2022,67
INSURANCE,E-QUOTE,NULL,27 December 2022,47
INSURANCE,E-QUOTE,NULL,26 December 2022,37
INSURANCE,E-QUOTE,NULL,25 December 2022,14
INSURANCE,E-QUOTE,NULL,24 December 2022,38
INSURANCE,E-QUOTE,NULL,23 December 2022,58
INSURANCE,E-QUOTE,NULL,22 December 2022,81
INSURANCE,E-QUOTE,NULL,21 December 2022,110
INSURANCE,E-QUOTE,NULL,20 December 2022,62
INSURANCE,E-QUOTE,NULL,19 December 2022,68
INSURANCE,E-QUOTE,NULL,18 December 2022,31
INSURANCE,E-QUOTE,NULL,17 December 2022,39
INSURANCE,E-QUOTE,NULL,16 December 2022,54
INSURANCE,E-QUOTE,NULL,15 December 2022,78
INSURANCE,E-QUOTE,NULL,14 December 2022,114
INSURANCE,E-QUOTE,NULL,13 December 2022,64
INSURANCE,E-QUOTE,NULL,12 December 2022,59
INSURANCE,E-QUOTE,NULL,11 December 2022,40
INSURANCE,E-QUOTE,NULL,10 December 2022,40
INSURANCE,E-QUOTE,NULL,9 December 2022,51
INSURANCE,E-QUOTE,NULL,8 December 2022,71
INSURANCE,E-QUOTE,NULL,7 December 2022,65
INSURANCE,E-QUOTE,NULL,6 December 2022,62
INSURANCE,E-QUOTE,NULL,5 December 2022,58
INSURANCE,E-QUOTE,NULL,4 December 2022,30
INSURANCE,E-QUOTE,NULL,3 December 2022,45
INSURANCE,E-QUOTE,NULL,2 December 2022,67
INSURANCE,E-QUOTE,NULL,1 December 2022,72
INSURANCE,E-QUOTE,NULL,30 November 2022,70
INSURANCE,E-QUOTE,NULL,29 November 2022,78
INSURANCE,E-QUOTE,NULL,28 November 2022,55
INSURANCE,E-QUOTE,NULL,27 November 2022,46
INSURANCE,E-QUOTE,NULL,26 November 2022,39
INSURANCE,E-QUOTE,NULL,25 November 2022,51
INSURANCE,E-QUOTE,NULL,24 November 2022,58
INSURANCE,E-QUOTE,NULL,23 November 2022,60
INSURANCE,E-QUOTE,NULL,22 November 2022,69
INSURANCE,E-QUOTE,NULL,21 November 2022,73
INSURANCE,E-QUOTE,NULL,20 November 2022,53
INSURANCE,E-QUOTE,NULL,19 November 2022,33
INSURANCE,E-QUOTE,NULL,18 November 2022,69
INSURANCE,E-QUOTE,NULL,17 November 2022,67
LIVING SUPER,NOT SUPPLIED,Existing,13 February 2023,5
LIVING SUPER,NOT SUPPLIED,NTB,13 February 2023,4
LIVING SUPER,NOT SUPPLIED,Existing,12 February 2023,3
LIVING SUPER,NOT SUPPLIED,Existing,11 February 2023,4
LIVING SUPER,NOT SUPPLIED,NTB,11 February 2023,1
LIVING SUPER,NOT SUPPLIED,Existing,10 February 2023,5
LIVING SUPER,NOT SUPPLIED,NTB,10 February 2023,1
LIVING SUPER,NOT SUPPLIED,Existing,9 February 2023,7
LIVING SUPER,NOT SUPPLIED,NTB,9 February 2023,1
LIVING SUPER,NOT SUPPLIED,Existing,8 February 2023,6
LIVING SUPER,NOT SUPPLIED,Existing,7 February 2023,5
LIVING SUPER,NOT SUPPLIED,NTB,7 February 2023,1
LIVING SUPER,NOT SUPPLIED,Existing,6 February 2023,6
LIVING SUPER,NOT SUPPLIED,NTB,6 February 2023,7
LIVING SUPER,NOT SUPPLIED,Existing,5 February 2023,6
LIVING SUPER,NOT SUPPLIED,NTB,5 February 2023,3
LIVING SUPER,NOT SUPPLIED,Existing,4 February 2023,3
LIVING SUPER,NOT SUPPLIED,NTB,4 February 2023,2
LIVING SUPER,NOT SUPPLIED,Existing,3 February 2023,6
LIVING SUPER,NOT SUPPLIED,Existing,2 February 2023,10
LIVING SUPER,NOT SUPPLIED,NTB,2 February 2023,2
LIVING SUPER,NOT SUPPLIED,Existing,1 February 2023,4
LIVING SUPER,NOT SUPPLIED,NTB,1 February 2023,3
LIVING SUPER,NOT SUPPLIED,Existing,31 January 2023,9
LIVING SUPER,NOT SUPPLIED,NTB,31 January 2023,2
LIVING SUPER,NOT SUPPLIED,Existing,30 January 2023,9
LIVING SUPER,NOT SUPPLIED,NTB,30 January 2023,4
LIVING SUPER,NOT SUPPLIED,Existing,29 January 2023,1
LIVING SUPER,NOT SUPPLIED,NTB,29 January 2023,3
LIVING SUPER,NOT SUPPLIED,Existing,28 January 2023,2
LIVING SUPER,NOT SUPPLIED,NTB,28 January 2023,2
LIVING SUPER,NOT SUPPLIED,NTB,27 January 2023,3
LIVING SUPER,NOT SUPPLIED,Existing,25 January 2023,6
LIVING SUPER,NOT SUPPLIED,NTB,25 January 2023,4
LIVING SUPER,NOT SUPPLIED,Existing,24 January 2023,12
LIVING SUPER,NOT SUPPLIED,NTB,24 January 2023,4
LIVING SUPER,NOT SUPPLIED,Existing,23 January 2023,11
LIVING SUPER,NOT SUPPLIED,NTB,23 January 2023,6
LIVING SUPER,NOT SUPPLIED,Existing,22 January 2023,4
LIVING SUPER,NOT SUPPLIED,NTB,22 January 2023,3
LIVING SUPER,NOT SUPPLIED,Existing,21 January 2023,2
LIVING SUPER,NOT SUPPLIED,NTB,21 January 2023,1
LIVING SUPER,NOT SUPPLIED,Existing,20 January 2023,4
LIVING SUPER,NOT SUPPLIED,NTB,20 January 2023,6
LIVING SUPER,NOT SUPPLIED,Existing,19 January 2023,6
LIVING SUPER,NOT SUPPLIED,NTB,19 January 2023,2
LIVING SUPER,NOT SUPPLIED,Existing,18 January 2023,4
LIVING SUPER,NOT SUPPLIED,NTB,18 January 2023,4
LIVING SUPER,NOT SUPPLIED,Existing,17 January 2023,7
LIVING SUPER,NOT SUPPLIED,NTB,17 January 2023,6
LIVING SUPER,NOT SUPPLIED,Existing,16 January 2023,7
LIVING SUPER,NOT SUPPLIED,NTB,16 January 2023,2
LIVING SUPER,NOT SUPPLIED,Existing,15 January 2023,3
LIVING SUPER,NOT SUPPLIED,NTB,15 January 2023,2
LIVING SUPER,NOT SUPPLIED,Existing,14 January 2023,1
LIVING SUPER,NOT SUPPLIED,NTB,14 January 2023,2
LIVING SUPER,NOT SUPPLIED,Existing,13 January 2023,2
LIVING SUPER,NOT SUPPLIED,NTB,13 January 2023,1
LIVING SUPER,NOT SUPPLIED,Existing,12 January 2023,6
LIVING SUPER,NOT SUPPLIED,NTB,12 January 2023,5
LIVING SUPER,NOT SUPPLIED,Existing,11 January 2023,9
LIVING SUPER,NOT SUPPLIED,NTB,11 January 2023,1
LIVING SUPER,NOT SUPPLIED,Existing,10 January 2023,16
LIVING SUPER,NOT SUPPLIED,NTB,10 January 2023,5
LIVING SUPER,NOT SUPPLIED,Existing,9 January 2023,7
LIVING SUPER,NOT SUPPLIED,NTB,9 January 2023,3
LIVING SUPER,NOT SUPPLIED,Existing,8 January 2023,1
LIVING SUPER,NOT SUPPLIED,NTB,8 January 2023,3
LIVING SUPER,NOT SUPPLIED,Existing,7 January 2023,3
LIVING SUPER,NOT SUPPLIED,NTB,7 January 2023,1
LIVING SUPER,NOT SUPPLIED,Existing,6 January 2023,5
LIVING SUPER,NOT SUPPLIED,NTB,6 January 2023,1
LIVING SUPER,NOT SUPPLIED,Existing,5 January 2023,10
LIVING SUPER,NOT SUPPLIED,NTB,5 January 2023,2
LIVING SUPER,NOT SUPPLIED,Existing,4 January 2023,4
LIVING SUPER,NOT SUPPLIED,NTB,4 January 2023,2
LIVING SUPER,NOT SUPPLIED,Existing,3 January 2023,4
LIVING SUPER,NOT SUPPLIED,NTB,3 January 2023,3
LIVING SUPER,NOT SUPPLIED,Existing,2 January 2023,2
LIVING SUPER,NOT SUPPLIED,NTB,2 January 2023,1
LIVING SUPER,NOT SUPPLIED,Existing,1 January 2023,2
LIVING SUPER,NOT SUPPLIED,NTB,1 January 2023,1
LIVING SUPER,NOT SUPPLIED,Existing,31 December 2022,1
LIVING SUPER,NOT SUPPLIED,NTB,31 December 2022,2
LIVING SUPER,NOT SUPPLIED,NTB,30 December 2022,4
LIVING SUPER,NOT SUPPLIED,Existing,29 December 2022,1
LIVING SUPER,NOT SUPPLIED,NTB,29 December 2022,2
LIVING SUPER,NOT SUPPLIED,Existing,28 December 2022,2
LIVING SUPER,NOT SUPPLIED,NTB,28 December 2022,4
LIVING SUPER,NOT SUPPLIED,Existing,27 December 2022,1
LIVING SUPER,NOT SUPPLIED,NTB,27 December 2022,2
LIVING SUPER,NOT SUPPLIED,Existing,25 December 2022,1
LIVING SUPER,NOT SUPPLIED,NTB,25 December 2022,1
LIVING SUPER,NOT SUPPLIED,Existing,24 December 2022,1
LIVING SUPER,NOT SUPPLIED,Existing,23 December 2022,4
LIVING SUPER,NOT SUPPLIED,NTB,23 December 2022,4
LIVING SUPER,NOT SUPPLIED,Existing,22 December 2022,3
LIVING SUPER,NOT SUPPLIED,NTB,22 December 2022,1
LIVING SUPER,NOT SUPPLIED,Existing,21 December 2022,4
LIVING SUPER,NOT SUPPLIED,NTB,21 December 2022,10
LIVING SUPER,NOT SUPPLIED,Existing,20 December 2022,3
LIVING SUPER,NOT SUPPLIED,NTB,20 December 2022,6
LIVING SUPER,NOT SUPPLIED,Existing,19 December 2022,4
LIVING SUPER,NOT SUPPLIED,NTB,19 December 2022,3
LIVING SUPER,NOT SUPPLIED,Existing,18 December 2022,1
LIVING SUPER,NOT SUPPLIED,NTB,18 December 2022,6
LIVING SUPER,NOT SUPPLIED,Existing,17 December 2022,1
LIVING SUPER,NOT SUPPLIED,Existing,16 December 2022,4
LIVING SUPER,NOT SUPPLIED,NTB,16 December 2022,3
LIVING SUPER,NOT SUPPLIED,Existing,15 December 2022,6
LIVING SUPER,NOT SUPPLIED,NTB,15 December 2022,5
LIVING SUPER,NOT SUPPLIED,Existing,14 December 2022,6
LIVING SUPER,NOT SUPPLIED,NTB,14 December 2022,6
LIVING SUPER,NOT SUPPLIED,NTB,13 December 2022,4
LIVING SUPER,NOT SUPPLIED,Existing,12 December 2022,2
LIVING SUPER,NOT SUPPLIED,NTB,12 December 2022,10
LIVING SUPER,NOT SUPPLIED,Existing,11 December 2022,3
LIVING SUPER,NOT SUPPLIED,NTB,11 December 2022,4
LIVING SUPER,NOT SUPPLIED,Existing,10 December 2022,4
LIVING SUPER,NOT SUPPLIED,NTB,10 December 2022,2
LIVING SUPER,NOT SUPPLIED,Existing,9 December 2022,1
LIVING SUPER,NOT SUPPLIED,NTB,9 December 2022,7
LIVING SUPER,NOT SUPPLIED,Existing,8 December 2022,5
LIVING SUPER,NOT SUPPLIED,NTB,8 December 2022,6
LIVING SUPER,NOT SUPPLIED,Existing,7 December 2022,4
LIVING SUPER,NOT SUPPLIED,NTB,7 December 2022,4
LIVING SUPER,NOT SUPPLIED,Existing,6 December 2022,9
LIVING SUPER,NOT SUPPLIED,NTB,6 December 2022,5
LIVING SUPER,NOT SUPPLIED,Existing,5 December 2022,5
LIVING SUPER,NOT SUPPLIED,NTB,5 December 2022,2
LIVING SUPER,NOT SUPPLIED,Existing,4 December 2022,2
LIVING SUPER,NOT SUPPLIED,NTB,4 December 2022,2
LIVING SUPER,NOT SUPPLIED,Existing,3 December 2022,1
LIVING SUPER,NOT SUPPLIED,NTB,3 December 2022,3
LIVING SUPER,NOT SUPPLIED,Existing,2 December 2022,4
LIVING SUPER,NOT SUPPLIED,NTB,2 December 2022,4
LIVING SUPER,NOT SUPPLIED,Existing,1 December 2022,7
LIVING SUPER,NOT SUPPLIED,NTB,1 December 2022,3
LIVING SUPER,NOT SUPPLIED,Existing,30 November 2022,9
LIVING SUPER,NOT SUPPLIED,NTB,30 November 2022,6
LIVING SUPER,NOT SUPPLIED,Existing,29 November 2022,4
LIVING SUPER,NOT SUPPLIED,NTB,29 November 2022,3
LIVING SUPER,NOT SUPPLIED,Existing,28 November 2022,4
LIVING SUPER,NOT SUPPLIED,NTB,28 November 2022,9
LIVING SUPER,NOT SUPPLIED,Existing,27 November 2022,8
LIVING SUPER,NOT SUPPLIED,NTB,27 November 2022,3
LIVING SUPER,NOT SUPPLIED,Existing,26 November 2022,2
LIVING SUPER,NOT SUPPLIED,Existing,25 November 2022,4
LIVING SUPER,NOT SUPPLIED,NTB,25 November 2022,2
LIVING SUPER,NOT SUPPLIED,Existing,24 November 2022,9
LIVING SUPER,NOT SUPPLIED,NTB,24 November 2022,10
LIVING SUPER,NOT SUPPLIED,Existing,23 November 2022,5
LIVING SUPER,NOT SUPPLIED,NTB,23 November 2022,12
LIVING SUPER,NOT SUPPLIED,Existing,22 November 2022,3
LIVING SUPER,NOT SUPPLIED,NTB,22 November 2022,5
LIVING SUPER,NOT SUPPLIED,Existing,21 November 2022,3
LIVING SUPER,NOT SUPPLIED,NTB,21 November 2022,5
LIVING SUPER,NOT SUPPLIED,Existing,20 November 2022,4
LIVING SUPER,NOT SUPPLIED,NTB,20 November 2022,3
LIVING SUPER,NOT SUPPLIED,Existing,19 November 2022,5
LIVING SUPER,NOT SUPPLIED,NTB,19 November 2022,1
LIVING SUPER,NOT SUPPLIED,Existing,18 November 2022,4
LIVING SUPER,NOT SUPPLIED,NTB,18 November 2022,2
LIVING SUPER,NOT SUPPLIED,Existing,17 November 2022,6
LIVING SUPER,NOT SUPPLIED,NTB,17 November 2022,3
MORTGAGES,DIRECT,Existing,13 February 2023,3
MORTGAGES,DIRECT,Existing,10 February 2023,8
MORTGAGES,DIRECT,NTB,10 February 2023,1
MORTGAGES,DIRECT,Existing,9 February 2023,10
MORTGAGES,DIRECT,NTB,9 February 2023,4
MORTGAGES,DIRECT,Existing,8 February 2023,16
MORTGAGES,DIRECT,NTB,8 February 2023,1
MORTGAGES,DIRECT,Existing,7 February 2023,12
MORTGAGES,DIRECT,Existing,6 February 2023,9
MORTGAGES,DIRECT,NTB,6 February 2023,2
MORTGAGES,DIRECT,Existing,3 February 2023,7
MORTGAGES,DIRECT,Existing,2 February 2023,7
MORTGAGES,DIRECT,NTB,2 February 2023,1
MORTGAGES,DIRECT,Existing,1 February 2023,9
MORTGAGES,DIRECT,Existing,31 January 2023,14
MORTGAGES,DIRECT,NTB,31 January 2023,1
MORTGAGES,DIRECT,Existing,30 January 2023,5
MORTGAGES,DIRECT,Existing,27 January 2023,10
MORTGAGES,DIRECT,Existing,25 January 2023,9
MORTGAGES,DIRECT,Existing,24 January 2023,11
MORTGAGES,DIRECT,NTB,24 January 2023,2
MORTGAGES,DIRECT,Existing,23 January 2023,10
MORTGAGES,DIRECT,NTB,23 January 2023,1
MORTGAGES,DIRECT,Existing,20 January 2023,13
MORTGAGES,DIRECT,NTB,20 January 2023,1
MORTGAGES,DIRECT,Existing,19 January 2023,12
MORTGAGES,DIRECT,Existing,18 January 2023,13
MORTGAGES,DIRECT,Existing,17 January 2023,9
MORTGAGES,DIRECT,NTB,17 January 2023,3
MORTGAGES,DIRECT,Existing,16 January 2023,8
MORTGAGES,DIRECT,Existing,13 January 2023,5
MORTGAGES,DIRECT,Existing,12 January 2023,8
MORTGAGES,DIRECT,NTB,12 January 2023,1
MORTGAGES,DIRECT,Existing,11 January 2023,8
MORTGAGES,DIRECT,Existing,10 January 2023,6
MORTGAGES,DIRECT,NTB,10 January 2023,1
MORTGAGES,DIRECT,Existing,9 January 2023,6
MORTGAGES,DIRECT,Existing,6 January 2023,6
MORTGAGES,DIRECT,Existing,5 January 2023,6
MORTGAGES,DIRECT,Existing,4 January 2023,6
MORTGAGES,DIRECT,Existing,3 January 2023,5
MORTGAGES,DIRECT,NTB,3 January 2023,1
MORTGAGES,DIRECT,Existing,30 December 2022,5
MORTGAGES,DIRECT,Existing,29 December 2022,4
MORTGAGES,DIRECT,Existing,28 December 2022,2
MORTGAGES,DIRECT,Existing,23 December 2022,2
MORTGAGES,DIRECT,NTB,23 December 2022,2
MORTGAGES,DIRECT,Existing,22 December 2022,15
MORTGAGES,DIRECT,Existing,21 December 2022,16
MORTGAGES,DIRECT,NTB,21 December 2022,1
MORTGAGES,DIRECT,Existing,20 December 2022,11
MORTGAGES,DIRECT,Existing,19 December 2022,11
MORTGAGES,DIRECT,NTB,19 December 2022,1
MORTGAGES,DIRECT,Existing,16 December 2022,15
MORTGAGES,DIRECT,Existing,15 December 2022,21
MORTGAGES,DIRECT,NTB,15 December 2022,1
MORTGAGES,DIRECT,Existing,14 December 2022,16
MORTGAGES,DIRECT,Existing,13 December 2022,5
MORTGAGES,DIRECT,NTB,13 December 2022,2
MORTGAGES,DIRECT,Existing,12 December 2022,9
MORTGAGES,DIRECT,NTB,12 December 2022,1
MORTGAGES,DIRECT,Existing,9 December 2022,9
MORTGAGES,DIRECT,Existing,8 December 2022,8
MORTGAGES,DIRECT,Existing,7 December 2022,7
MORTGAGES,DIRECT,NTB,7 December 2022,3
MORTGAGES,DIRECT,Existing,6 December 2022,13
MORTGAGES,DIRECT,NTB,6 December 2022,1
MORTGAGES,DIRECT,Existing,5 December 2022,13
MORTGAGES,DIRECT,Existing,2 December 2022,12
MORTGAGES,DIRECT,Existing,1 December 2022,10
MORTGAGES,DIRECT,NTB,1 December 2022,1
MORTGAGES,DIRECT,Existing,30 November 2022,12
MORTGAGES,DIRECT,NTB,30 November 2022,1
MORTGAGES,DIRECT,Existing,29 November 2022,14
MORTGAGES,DIRECT,NTB,29 November 2022,1
MORTGAGES,DIRECT,Existing,28 November 2022,10
MORTGAGES,DIRECT,NTB,28 November 2022,1
MORTGAGES,DIRECT,Existing,25 November 2022,8
MORTGAGES,DIRECT,Existing,24 November 2022,7
MORTGAGES,DIRECT,Existing,23 November 2022,7
MORTGAGES,DIRECT,NTB,23 November 2022,1
MORTGAGES,DIRECT,Existing,22 November 2022,4
MORTGAGES,DIRECT,Existing,21 November 2022,11
MORTGAGES,DIRECT,NTB,21 November 2022,1
MORTGAGES,DIRECT,Existing,18 November 2022,10
MORTGAGES,DIRECT,Existing,17 November 2022,8
MORTGAGES,DIRECT,NTB,17 November 2022,2
MORTGAGES,BROKER,Existing,13 February 2023,38
MORTGAGES,BROKER,NTB,13 February 2023,25
MORTGAGES,BROKER,Existing,10 February 2023,46
MORTGAGES,BROKER,NTB,10 February 2023,29
MORTGAGES,BROKER,Existing,9 February 2023,64
MORTGAGES,BROKER,NTB,9 February 2023,37
MORTGAGES,BROKER,Existing,8 February 2023,37
MORTGAGES,BROKER,NTB,8 February 2023,25
MORTGAGES,BROKER,Existing,7 February 2023,51
MORTGAGES,BROKER,NTB,7 February 2023,18
MORTGAGES,BROKER,Existing,6 February 2023,38
MORTGAGES,BROKER,NTB,6 February 2023,22
MORTGAGES,BROKER,Existing,3 February 2023,42
MORTGAGES,BROKER,NTB,3 February 2023,27
MORTGAGES,BROKER,Existing,2 February 2023,45
MORTGAGES,BROKER,NTB,2 February 2023,19
MORTGAGES,BROKER,Existing,1 February 2023,39
MORTGAGES,BROKER,NTB,1 February 2023,21
MORTGAGES,BROKER,Existing,31 January 2023,96
MORTGAGES,BROKER,NTB,31 January 2023,66
MORTGAGES,BROKER,Existing,30 January 2023,35
MORTGAGES,BROKER,NTB,30 January 2023,20
MORTGAGES,BROKER,Existing,27 January 2023,54
MORTGAGES,BROKER,NTB,27 January 2023,25
MORTGAGES,BROKER,Existing,25 January 2023,80
MORTGAGES,BROKER,NTB,25 January 2023,47
MORTGAGES,BROKER,Existing,24 January 2023,58
MORTGAGES,BROKER,NTB,24 January 2023,19
MORTGAGES,BROKER,Existing,23 January 2023,83
MORTGAGES,BROKER,NTB,23 January 2023,23
MORTGAGES,BROKER,Existing,20 January 2023,57
MORTGAGES,BROKER,NTB,20 January 2023,23
MORTGAGES,BROKER,Existing,19 January 2023,62
MORTGAGES,BROKER,NTB,19 January 2023,37
MORTGAGES,BROKER,Existing,18 January 2023,49
MORTGAGES,BROKER,NTB,18 January 2023,23
